Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-12 00:00:00-04:00,328.1345774558951,329.08237965274225,323.8939043767627,324.17724609375,17565500,0.0,0.0
2023-09-13 00:00:00-04:00,323.7277558674077,329.1409777651763,323.59097536312447,328.3690490722656,16544400,0.0,0.0
2023-09-14 00:00:00-04:00,331.388322477558,333.05917964974554,328.86738060055865,330.9486389160156,20267000,0.0,0.0
2023-09-15 00:00:00-04:00,329.20946043547144,329.67845635390665,322.1058182894061,322.66278076171875,37679800,0.0,0.0
2023-09-18 00:00:00-04:00,320.2981230556272,322.8386267343985,318.8910757818205,321.529296875,16834200,0.0,0.0
2023-09-19 00:00:00-04:00,318.7054070395551,321.8517165023023,317.0833936077872,321.1286315917969,16505900,0.0,0.0
2023-09-20 00:00:00-04:00,321.96898600781554,322.04714204193704,313.1749561204339,313.4289855957031,21436500,0.0,0.0
2023-09-21 00:00:00-04:00,311.95350556074925,317.9041277757012,307.79098930609734,312.2173156738281,35560400,0.0,0.0
2023-09-22 00:00:00-04:00,313.96642687422224,314.09345652566765,308.9147319725734,309.75506591796875,21447900,0.0,0.0
2023-09-25 00:00:00-04:00,309.34467850848546,310.39997887585656,307.7910700190704,310.27294921875,17836000,0.0,0.0
2023-09-26 00:00:00-04:00,307.9180528712019,308.6508886408052,302.92498298833925,304.9964904785156,26297600,0.0,0.0
2023-09-27 00:00:00-04:00,305.15284644995364,307.10707545013054,302.60259191792346,305.63165283203125,19410100,0.0,0.0
2023-09-28 00:00:00-04:00,303.87284184688065,308.2601064170978,302.3681069221391,306.46221923828125,19683600,0.0,0.0
2023-09-29 00:00:00-04:00,310.4781242122937,312.1587623008752,307.7715278533527,308.5238952636719,24147300,0.0,0.0
2023-10-02 00:00:00-04:00,309.0417636602757,314.5233913479347,307.96693177846345,314.4354248046875,20570000,0.0,0.0
2023-10-03 00:00:00-04:00,313.48759919542874,314.03481069195016,304.0877634575696,306.2178955078125,21033500,0.0,0.0
2023-10-04 00:00:00-04:00,306.84323355961436,312.71570064039577,306.8139213204077,311.660400390625,20720100,0.0,0.0
2023-10-05 00:00:00-04:00,311.78745935358154,312.6571055637684,307.6933472507753,312.05126953125,16965600,0.0,0.0
2023-10-06 00:00:00-04:00,309.3055602997531,321.65630098463043,309.06128169271835,319.7704772949219,25673600,0.0,0.0
2023-10-09 00:00:00-04:00,317.31787385142707,322.7408463729551,315.78379722001137,322.2718505859375,19891200,0.0,0.0
2023-10-10 00:00:00-04:00,323.3857337911902,323.5225441036011,320.1710492794707,320.87457275390625,20557100,0.0,0.0
2023-10-11 00:00:00-04:00,323.6300480505899,325.20321772099476,321.60744393030456,324.8123779296875,20063200,0.0,0.0
2023-10-12 00:00:00-04:00,323.00471335948436,325.99468102864705,321.1970457612764,323.5812072753906,19313100,0.0,0.0
2023-10-13 00:00:00-04:00,324.7733126546174,326.19011074612195,318.8910644547027,320.229736328125,21072400,0.0,0.0
2023-10-16 00:00:00-04:00,323.47367526332005,328.4472132631376,323.03399172229655,325.0273132324219,22158000,0.0,0.0
2023-10-17 00:00:00-04:00,322.0471280716989,325.8285559881701,319.91702585909127,324.4606018066406,18338500,0.0,0.0
2023-10-18 00:00:00-04:00,324.88080471636374,327.90986576215903,320.7866923974695,322.5552673339844,23153600,0.0,0.0
2023-10-19 00:00:00-04:00,324.5485406563444,329.1703024841639,323.33692834747904,323.737548828125,25052100,0.0,0.0
2023-10-20 00:00:00-04:00,324.1283854502297,324.32382025517603,318.0018889823848,319.1939697265625,25027700,0.0,0.0
2023-10-23 00:00:00-04:00,318.0214287466955,325.1152889172781,316.96615830256553,321.7833251953125,24374700,0.0,0.0
2023-10-24 00:00:00-04:00,323.7179740081932,324.24562410946174,320.1026687848026,322.9656066894531,31153600,0.0,0.0
2023-10-25 00:00:00-04:00,337.1240202368528,338.2770379621599,329.89337919706037,332.87359619140625,55053800,0.0,0.0
2023-10-26 00:00:00-04:00,332.7465699625012,333.81162115649903,319.4578072066944,320.3860778808594,37828500,0.0,0.0
2023-10-27 00:00:00-04:00,322.868013393375,329.01407340046086,320.8844716823002,322.26220703125,29856500,0.0,0.0
2023-10-30 00:00:00-04:00,325.7796535964752,331.6814317971034,324.2357964399651,329.59039306640625,22828100,0.0,0.0
2023-10-31 00:00:00-04:00,331.09524685603606,331.24180806391223,327.03044704898707,330.3721618652344,20265300,0.0,0.0
2023-11-01 00:00:00-04:00,332.01374650613616,339.4691349616439,331.8769361620282,338.1500244140625,28158800,0.0,0.0
2023-11-02 00:00:00-04:00,339.29324086548826,340.84684939451466,336.87976677643417,340.3485412597656,24348100,0.0,0.0
2023-11-03 00:00:00-04:00,341.6284859220493,346.2795596471139,339.3811050850171,344.7259216308594,23637700,0.0,0.0
2023-11-06 00:00:00-05:00,345.36116666188184,349.3575617902242,345.2634492382275,348.37066650390625,23828300,0.0,0.0
2023-11-07 00:00:00-05:00,351.1749695373723,354.1649377278924,349.4454874880857,352.27911376953125,25833900,0.0,0.0
2023-11-08 00:00:00-05:00,353.4027369651116,355.54261993465985,352.2985928972702,354.8879699707031,26767800,0.0,0.0
2023-11-09 00:00:00-05:00,354.00856480709007,356.441600143659,352.11296032697913,352.4354248046875,24847300,0.0,0.0
2023-11-10 00:00:00-05:00,353.2170216186205,361.62999083919317,352.8066503312719,361.2098388671875,28042100,0.0,0.0
2023-11-13 00:00:00-05:00,359.7931253712149,360.03740401182273,357.5262124297735,358.2883605957031,19986500,0.0,0.0
2023-11-14 00:00:00-05:00,362.51919694143055,363.43768679672274,358.94295491704753,361.7961120605469,27683900,0.0,0.0
2023-11-15 00:00:00-05:00,363.5193258281366,365.3306622150657,359.436476024947,361.9429931640625,26860100,0.75,0.0
2023-11-16 00:00:00-05:00,363.2060393855787,368.48338982170065,362.4423444484434,368.3071594238281,27182300,0.0,0.0
2023-11-17 00:00:00-05:00,365.80064944827456,366.54477320500723,359.32882848725313,362.1192626953125,40157000,0.0,0.0
2023-11-20 00:00:00-05:00,363.4606399313925,370.95073116555085,363.24523724780994,369.5506286621094,52465100,0.0,0.0
2023-11-21 00:00:00-05:00,367.8176325584251,368.3561243217149,363.3627202596963,365.27197265625,28423100,0.0,0.0
2023-11-22 00:00:00-05:00,370.0988850281661,371.85147806167527,367.1322205576516,369.9520263671875,23345300,0.0,0.0
2023-11-24 00:00:00-05:00,369.44291677497637,370.0695536363756,367.29872033158176,369.54083251953125,10176600,0.0,0.0
2023-11-27 00:00:00-05:00,368.90434023253334,372.6836719701677,368.3364768521029,370.6960754394531,22179200,0.0,0.0
2023-11-28 00:00:00-05:00,370.44160282909473,374.994400937648,370.25557188472965,374.70068359375,20453100,0.0,0.0
2023-11-29 00:00:00-05:00,375.738494499301,376.2671856758015,369.5505906614915,370.9311218261719,28963400,0.0,0.0
2023-11-30 00:00:00-05:00,370.578695000301,372.145257364252,367.62183057461635,370.98992919921875,30554400,0.0,0.0
2023-12-01 00:00:00-05:00,368.8848238631299,370.25555453657734,363.54872995472044,366.6818542480469,33040500,0.0,0.0
2023-12-04 00:00:00-05:00,361.3848999985792,361.7961042236622,355.31448343294096,361.424072265625,32063300,0.0,0.0
2023-12-05 00:00:00-05:00,358.7902991826528,365.2816906598943,357.9776315061035,364.7333984375,23065000,0.0,0.0
2023-12-06 00:00:00-05:00,365.73209860202707,366.35870548187097,360.33726166675575,361.0911560058594,21182100,0.0,0.0
2023-12-07 00:00:00-05:00,360.5331119373255,363.68580733396766,358.6630319776083,363.1962585449219,23118900,0.0,0.0
2023-12-08 00:00:00-05:00,361.4828850941495,366.6329187107603,360.53315912391304,366.4077453613281,20154400,0.0,0.0
2023-12-11 00:00:00-05:00,360.7778775179064,363.8326571061726,358.44762055822775,363.5389099121094,27708800,0.0,0.0
2023-12-12 00:00:00-05:00,363.0983520859286,366.59373770012405,362.7164896784692,366.5545654296875,24838300,0.0,0.0
2023-12-13 00:00:00-05:00,368.16024372357776,369.74640682649743,363.0199816736299,366.54473876953125,30955500,0.0,0.0
2023-12-14 00:00:00-05:00,365.50693426286074,365.9475401487158,356.5188251808004,358.28118896484375,43277500,0.0,0.0
2023-12-15 00:00:00-05:00,359.1819619943408,364.6159417445296,358.6238691889497,362.9808654785156,78502300,0.0,0.0
2023-12-18 00:00:00-05:00,361.72756284350805,365.2033468198128,360.9736386882021,364.86065673828125,21802900,0.0,0.0
2023-12-19 00:00:00-05:00,363.7249858043668,365.4580078125,362.1094806161989,365.4580078125,20603700,0.0,0.0
2023-12-20 00:00:00-05:00,367.1616214647713,368.1700908565403,362.78505374172363,362.8731689453125,26316700,0.0,0.0
2023-12-21 00:00:00-05:00,364.77262075610525,366.58395739776404,362.30530541678434,365.7321472167969,17708000,0.0,0.0
2023-12-22 00:00:00-05:00,365.86921479028837,367.3378613138971,364.91948884316713,366.7503967285156,17107500,0.0,0.0
2023-12-26 00:00:00-05:00,367.1615944273694,369.0610461329153,365.69294804965995,366.8287048339844,12673100,0.0,0.0
2023-12-27 00:00:00-05:00,365.8789757378514,367.2203346368523,365.0173650898164,366.25103759765625,14905400,0.0,0.0
2023-12-28 00:00:00-05:00,367.5238756999293,368.5910885400905,366.33917592392487,367.4357604980469,14327000,0.0,0.0
2023-12-29 00:00:00-05:00,368.14066782074684,369.2764245304369,365.6733528250178,368.1798400878906,18730800,0.0,0.0
2024-01-02 00:00:00-05:00,366.045381402949,368.04274869324354,359.1035836301592,363.1178894042969,25258600,0.0,0.0
2024-01-03 00:00:00-05:00,361.2968150611858,365.45797986261033,360.8072662610182,362.85357666015625,23083500,0.0,0.0
2024-01-04 00:00:00-05:00,362.9221232500447,365.30132326469203,359.49528162444665,360.2491760253906,20901500,0.0,0.0
2024-01-05 00:00:00-05:00,361.25767175006894,364.28307999206555,358.8392992881915,360.06317138671875,21004600,0.0,0.0
2024-01-08 00:00:00-05:00,361.58074269539895,367.35744261436474,361.2968258961624,366.85809326171875,23134000,0.0,0.0
2024-01-09 00:00:00-05:00,364.23413165308716,368.13092123395006,363.4312643972459,367.93511962890625,20830000,0.0,0.0
2024-01-10 00:00:00-05:00,368.50300659957884,376.13998679528584,368.45406366512276,374.76922607421875,25514200,0.0,0.0
2024-01-11 00:00:00-05:00,377.9316910243427,382.5138608324762,372.4291670394017,376.59033203125,27850800,0.0,0.0
